CMDLINE python run_simulation.py --data_path ../accelerometer_2020-04-03T160405505Z.csv --video_path ../out_video_2020-04-03T160405505Z_512.avi --info_path ../frame_index_2020-04-03T160405505Z.csv --speed 1 --verbose
MEM 1.371094 1588177725.5591
MEM 17.066406 1588177725.6596
MEM 30.328125 1588177725.7599
MEM 46.503906 1588177725.8602
MEM 60.394531 1588177725.9605
MEM 73.695312 1588177726.0608
MEM 86.941406 1588177726.1611
MEM 101.339844 1588177726.2614
MEM 104.359375 1588177726.3617
MEM 117.000000 1588177726.4620
MEM 141.085938 1588177726.5623
MEM 193.367188 1588177726.6627
MEM 283.343750 1588177726.7630
MEM 369.968750 1588177726.8634
MEM 458.140625 1588177726.9637
MEM 541.156250 1588177727.0640
MEM 631.390625 1588177727.1644
MEM 717.960938 1588177727.2647
MEM 717.960938 1588177727.3650
MEM 717.960938 1588177727.4653
MEM 717.960938 1588177727.5656
MEM 717.960938 1588177727.6660
MEM 717.960938 1588177727.7664
MEM 717.984375 1588177727.8667
MEM 717.984375 1588177727.9670
MEM 717.984375 1588177728.0675
MEM 717.984375 1588177728.1681
MEM 717.984375 1588177728.2685
MEM 717.984375 1588177728.3690
MEM 717.984375 1588177728.4694
MEM 717.984375 1588177728.5697
MEM 717.984375 1588177728.6701
MEM 717.984375 1588177728.7704
MEM 717.984375 1588177728.8707
MEM 717.984375 1588177728.9711
MEM 717.984375 1588177729.0718
MEM 717.984375 1588177729.1721
MEM 717.984375 1588177729.2724
MEM 717.984375 1588177729.3728
MEM 717.984375 1588177729.4731
MEM 717.984375 1588177729.5735
MEM 717.984375 1588177729.6738
MEM 717.984375 1588177729.7742
MEM 717.984375 1588177729.8745
MEM 717.984375 1588177729.9749
MEM 717.984375 1588177730.0752
MEM 717.984375 1588177730.1756
MEM 717.984375 1588177730.2760
MEM 717.984375 1588177730.3764
MEM 717.984375 1588177730.4767
MEM 717.984375 1588177730.5771
MEM 717.984375 1588177730.6775
MEM 717.984375 1588177730.7779
MEM 717.984375 1588177730.8782
MEM 717.984375 1588177730.9785
MEM 717.984375 1588177731.0788
MEM 717.984375 1588177731.1791
MEM 717.984375 1588177731.2796
MEM 717.984375 1588177731.3800
